8028.31,23.1801
7805.67,22.9801
7611.71,22.7542
7425.48,22.4983
7267.72,22.3016
7159.74,22.2491
7066.39,22.2201
6961.57,22.1363
6829.75,21.9427
6692.27,21.7086
6549.28,21.4283
6412.65,21.1344
6284.81,20.849
6157.29,20.5443
6027.96,20.2168
5905.03,19.8806
5794.56,19.576
5690.54,19.2861
5599.77,19.0343
5520.13,18.8027
5448.82,18.6054
5394.59,18.4526
5340.96,18.307
5264.61,18.0529
5179.0,17.7426
4831.13,16.0936
4445.56,14.2265
4289.15,13.4974
4146.17,12.7885
4029.55,12.1772
3980.56,11.917
3926.84,11.633
3933.36,11.6758
3971.73,11.9062
3945.92,11.7612
3952.13,11.7995
4000.41,12.0894
4003.54,12.1131
3971.48,11.9091
3974.05,11.9315
3979.52,11.9627
3976.39,11.9485
3983.99,11.9858
3992.49,12.0465
3994.78,12.0529
4011.52,12.1671
4021.86,12.2351
4039.04,12.3629
4017.28,12.2003
4025.83,12.2477
4065.06,12.535
4052.72,12.4434
4072.6,12.5719
4099.2,12.7596
4113.8,12.8639
4112.11,12.8535
4120.45,12.9142
4146.1,13.1153
4154.42,13.1641
4163.22,13.2166
4173.33,13.2827
4180.11,13.3234
4192.98,13.4162
4198.86,13.4774
4203.51,13.4927
4222.05,13.647
4226.16,13.6832
4230.87,13.7517
4232.56,13.7607
4236.9,13.8012
4248.19,13.8714
4261.73,13.9522
4275.45,14.0638
4299.5,14.2359
4315.95,14.33
4334.65,14.4588
4344.27,14.5301
4360.78,14.6766
4374.5,14.7605
4382.77,14.8248
4393.22,14.917
4403.95,15.0068
4416.93,15.0928
4430.0,15.1939
4440.99,15.2811
4453.55,15.3535
4466.7,15.4459
4476.42,15.5114
4487.27,15.6085
4506.71,15.7288
4525.77,15.8543
4547.95,15.9907
4557.16,16.0745
4570.73,16.176
4588.54,16.2926
4607.26,16.4159
4622.59,16.5211
4634.53,16.6122
4647.53,16.6987
4655.84,16.767
4674.52,16.8829
4692.79,16.9982
4708.92,17.1074
4717.49,17.1704
4725.29,17.2336
4727.22,17.2625
4729.76,17.2951
4736.15,17.3531
4750.69,17.4469
4755.59,17.4934
4771.22,17.5889
4786.34,17.6885
4792.01,17.7289
4797.92,17.7744
4811.54,17.8642
4813.2,17.8919
4831.98,18.0139
4836.79,18.0528
4843.27,18.1024
4847.47,18.1256
4859.65,18.2169
4874.58,18.31
4876.92,18.3381
4887.97,18.4094
4905.33,18.5237
4919.22,18.6044
4916.03,18.6075
4925.35,18.6696
