11624.8,27.7286,11.2544,0.0000747,76.4514
11495.5,27.8788,11.323,0.0000799,88.5869
11311.6,27.9718,11.3585,0.000095,102.196
11096.8,28.0132,11.3708,0.0001145,117.531
10838.9,27.9766,11.3524,0.000116404,134.766
10546.2,27.8568,11.3007,0.000131168,154.264
10180.1,27.6092,11.1992,0.000165604,178.64
9852.96,27.3443,11.088,0.00016807,203.181
9535.61,27.0486,10.964,0.000184074,230.275
9244.17,26.7432,10.8439,0.000206661,259.719
8962.07,26.425,10.7188,0.000229391,294.647
8756.01,26.2135,10.6205,0.000250684,330.661
8555.97,25.9678,10.5236,0.000262683,367.929
8361.64,25.7281,10.4231,0.000284701,407.833
8170.48,25.4733,10.3238,0.0003375,454.311
8019.31,25.296,10.2466,0.000337154,502.888
7845.22,25.0411,10.1467,0.000383454,552.268
7683.68,24.8002,10.049,0.000389609,604.717
7534.44,24.5727,9.96262,0.000413003,660.464
7387.45,24.333,9.86962,0.00042333,723.452
7269.84,24.1657,9.7968,0.000482316,788.769
7130.53,23.914,9.70441,0.000482629,854.401
7002.63,23.6656,9.60602,0.000549698,923.659
6879.69,23.4168,9.51467,0.000538439,997.201
6780.98,23.2356,9.43828,0.000629671,1079.19
6649.27,22.9274,9.32574,0.000665238,1167.7
6530.26,22.6491,9.22207,0.000692691,1256.37
6419.68,22.377,9.12804,0.000773922,1349.06
6315.99,22.107,9.02713,0.000839029,1447.45
6235.87,21.9305,8.95566,0.000860435,1555.52
6145.46,21.6877,8.86962,0.000909348,1663.97
6058.62,21.4527,8.79021,0.00101154,1778.52
5973.07,21.2107,8.70699,0.00107951,1907.31
5895.4,20.9905,8.63,0.0010708,2032.27
5836.14,20.8351,8.57711,0.00124085,2169.27
5768.33,20.6293,8.50622,0.00122025,2305.05
5706.53,20.4374,8.44674,0.00122502,2445.62
5647.13,20.2552,8.38541,0.00134659,2588.68
5597.06,20.1024,8.33309,0.00141219,2735.72
5532.85,19.8261,8.22389,0.00175399,2911.91
5394.67,19.0536,7.91581,0.00168861,3099.22
5291.06,18.5261,7.70381,0.0019818,3283.73
5239.24,18.3345,7.63654,0.00199936,3459.27
5171.67,18.0422,7.52677,0.00202695,3647.91
5118.21,17.8045,7.42907,0.00238754,3850.63
5079.14,17.6688,7.38131,0.00219934,4040.45
5017.84,17.4274,7.28448,0.00242136,4254.53
4938.16,17.0901,7.15184,0.0025553,4501.19
4858.86,16.7439,7.01831,0.00266993,4753.47
4777.86,16.4206,6.88276,0.00280983,5043.75
