19.9,1
20.55,2
20.6,2
20.68,1
20.75,2
20.71,1
20.29,2
22.5,2
21.06,2
20,2
21.04,2
23.38,4
21.46,2
20.94,2
21.49,2
21.35,2
22.15,2
23.17,2
22.73,2
20.65,2
20.76,2
21.27,4
21.87,3
22.09,2
24.65,2
21.62,2
22.87,3
21.33,2
23.57,4
23.23,4
23.45,3
20.8,2
25.65,2
20.77,2
21.09,2
23.7,2
23.12,2
23.55,4
21.41,2
22.5,1
19.93,1
20.81,2
20.27,1
20.23,2
24.76,4
22.13,1
24.46,3
22.45,2
21.28,2
21.07,0
20.05,0
22.08,4
18.9,0
19.17,0
19.11,0
18.97,0
22.24,2
19.19,0
18.43,0
18.9,2
22.27,0
19.07,4
10.57,0
18.58,0
21.88,4
20.47,1
20.16,4
22.63,2
22.19,0
20.72,2
19.78,2
23.13,4
21.22,1
22.18,2
25.12,2
20.07,2
20.83,2
23.47,2
21.54,1
21.1,4
20.16,2
22.99,4
20.07,1
22.19,1
20.36,1
